,location,total_sqft,bath,balcony,price,bhk
441,Ananth Nagar,908.0,2.0,1.0,26.0,2
442,Ananth Nagar,870.0,2.0,2.0,36.0,2
443,Ananth Nagar,937.0,2.0,1.0,35.0,2
444,Ananth Nagar,960.0,2.0,3.0,37.0,2
445,Ananth Nagar,500.0,1.0,1.0,14.0,1
446,Ananth Nagar,1000.0,2.0,1.0,29.7,2
447,Ananth Nagar,850.0,2.0,1.0,25.99,2
448,Ananth Nagar,902.0,2.0,1.0,25.26,2
449,Ananth Nagar,1470.0,3.0,2.0,54.0,3
450,Ananth Nagar,810.0,2.0,1.0,25.5,2
451,Ananth Nagar,890.0,2.0,1.0,27.0,2
452,Ananth Nagar,1200.0,2.0,1.0,36.0,2
453,Ananth Nagar,1319.0,3.0,1.0,37.75,3
454,Ananth Nagar,1319.0,3.0,1.0,42.0,3
455,Ananth Nagar,1000.0,2.0,3.0,25.0,2
456,Ananth Nagar,902.0,2.0,2.0,25.0,2
457,Ananth Nagar,930.0,2.0,1.0,25.99,2
458,Ananth Nagar,1074.0,2.0,2.0,26.85,2
459,Ananth Nagar,500.0,1.0,1.0,14.0,1
460,Ananth Nagar,1010.0,2.0,2.0,38.0,2
461,Ananth Nagar,992.0,2.0,2.0,24.8,2
462,Anekal,1200.0,1.0,1.0,36.0,2
463,Anekal,656.0,2.0,1.0,22.0,2
464,Anekal,620.0,2.0,1.0,22.0,2
465,Anekal,600.0,1.0,1.0,16.5,1
466,Anekal,925.0,2.0,1.0,40.0,2
467,Anekal,530.0,1.0,1.0,18.0,1
468,Anekal,1800.0,3.0,2.0,68.0,3
469,Anekal,1200.0,1.0,1.0,36.0,2
470,Anekal,351.0,1.0,1.0,16.0,1
471,Anekal,1035.0,2.0,2.0,38.3,2
472,Anekal,888.0,2.0,1.0,34.0,2
473,Anekal,1200.0,2.0,1.0,36.1,2
474,Anekal,700.0,1.0,0.0,19.4,2
475,Anekal,1200.0,1.0,1.0,36.0,2
476,Anekal,1200.0,2.0,1.0,36.0,4
477,Anekal,766.0,2.0,2.0,28.0,2
478,Anekal,967.0,2.0,1.0,45.0,3
479,Anekal,620.0,1.0,1.0,23.5,2
480,Anekal,1150.0,3.0,2.0,45.0,3
481,Anekal,1200.0,1.0,1.0,36.0,2
482,Anekal,1200.0,1.0,1.0,36.0,2
483,Anekal,400.0,1.0,1.0,11.5,1
484,Anekal,456.0,1.0,1.0,15.0,1
485,Anekal,1200.0,1.0,1.0,36.0,2
486,Anekal,1200.0,1.0,1.0,36.0,2
487,Anekal,2400.0,4.0,0.0,95.0,3
488,Anekal,1200.0,2.0,1.0,36.1,2
489,Anekal,1200.0,2.0,1.0,36.1,2
490,Anekal,680.0,1.0,1.0,21.0,2
491,Anekal,420.0,1.0,1.0,12.5,1
492,Anekal,614.0,1.0,1.0,28.0,2
493,Anekal,1140.0,2.0,2.0,52.0,2
494,Anekal,625.0,1.0,1.0,25.0,2
495,Anjanapura,1850.0,4.0,2.0,86.0,4
496,Anjanapura,1070.0,2.0,2.0,39.0,2
497,Anjanapura,1500.0,3.0,1.0,121.0,3
498,Anjanapura,1070.0,2.0,2.0,37.0,2
499,Anjanapura,950.0,2.0,1.0,40.0,2
500,Anjanapura,1280.0,2.0,2.0,45.0,3
501,Anjanapura,710.0,2.0,0.0,25.0,2
502,Anjanapura,1347.0,2.0,1.0,37.72,3
503,Anjanapura,950.0,2.0,0.0,32.0,2
504,Anjanapura,1800.0,4.0,2.0,55.0,4
505,Anjanapura,1843.0,3.0,1.0,87.54,3
506,Anjanapura,1076.0,2.0,1.0,30.13,2
507,Anjanapura,950.0,2.0,0.0,30.0,2
508,Ardendale,1750.0,3.0,2.0,100.0,3
509,Ardendale,3198.0,4.0,3.0,200.0,4
510,Ardendale,2422.0,4.0,2.0,160.0,4
511,Ardendale,1750.0,3.0,3.0,100.0,3
512,Ardendale,3200.0,4.0,1.0,205.0,4
513,Ardendale,1728.0,3.0,2.0,95.0,3
514,Ardendale,2062.0,3.0,2.0,140.0,4
515,Ardendale,1732.46,3.0,2.0,92.0,3
516,Ardendale,2062.0,3.0,2.0,150.0,4
517,Ardendale,2800.0,4.0,2.0,140.0,4
518,Ardendale,1224.0,2.0,2.0,70.0,2
519,Ardendale,1777.26,3.0,2.0,105.0,3
520,Ardendale,1650.0,3.0,3.0,82.0,3
521,Ardendale,2062.0,3.0,2.0,140.0,4
522,Ardendale,1650.0,3.0,3.0,82.0,3
523,Ardendale,1224.0,2.0,2.0,67.0,2
524,Ardendale,1723.0,3.0,2.0,95.0,3
525,Ardendale,1777.26,3.0,2.0,89.0,3
526,Ardendale,1777.26,3.0,2.0,92.0,3
527,Arekere,2060.0,3.0,2.0,140.0,3
528,Arekere,920.0,2.0,1.0,40.0,2
529,Arekere,1740.0,2.0,2.0,95.0,3
530,Arekere,1190.0,2.0,2.0,55.0,2
531,Arekere,600.0,1.0,1.0,28.0,1
532,Arekere,2072.0,3.0,2.0,108.0,3
533,Arekere,1100.0,2.0,2.0,55.0,2
534,Arekere,900.0,2.0,3.0,50.0,2
535,Arekere,2710.0,6.0,2.0,142.0,4
536,Arekere,1240.0,2.0,2.0,60.0,2
537,Arekere,900.0,2.0,1.0,44.5,2
538,Attibele,450.0,1.0,1.0,11.0,1
539,Attibele,1600.0,4.0,0.0,52.8,4
540,Attibele,656.0,2.0,1.0,25.0,2
541,Attibele,400.0,1.0,1.0,11.0,1
542,Attibele,400.0,1.0,1.0,12.0,1
543,Attibele,400.0,1.0,1.0,14.0,1
544,Attibele,500.0,1.0,1.0,17.0,1
545,Attibele,2168.0,4.0,2.0,95.0,4
546,Attibele,395.0,1.0,1.0,10.25,1
547,Attibele,420.0,1.0,1.0,17.0,1
548,Attibele,1639.0,2.0,1.0,40.98,3
549,Attibele,418.0,1.0,1.0,12.0,1
550,Attibele,1200.0,2.0,2.0,42.0,2
551,Attibele,400.0,1.0,1.0,10.0,1
552,Attibele,695.0,1.0,1.0,25.0,2
553,Attibele,850.0,1.0,1.0,25.0,2
554,Attibele,2400.0,3.0,3.0,120.0,3
555,Attibele,450.0,1.0,1.0,12.5,1
556,Attibele,995.0,1.0,1.0,24.88,2
557,Attibele,900.0,1.0,1.0,25.0,2
558,Attibele,1174.0,2.0,1.0,29.35,2
559,Attibele,782.0,1.0,0.0,19.55,1
560,Attibele,1175.0,2.0,1.0,29.38,2
561,Attibele,656.0,2.0,1.0,25.0,2
562,Attibele,400.0,1.0,1.0,11.5,1
563,Attibele,460.0,1.0,1.0,13.0,1
564,Attibele,418.0,2.0,1.0,11.5,1
565,Attibele,1000.0,2.0,1.0,42.0,2
566,Attibele,550.0,1.0,1.0,11.5,1
567,Attibele,996.0,2.0,1.0,24.9,2
568,Attibele,410.0,1.0,1.0,10.0,1
569,Attibele,1700.0,3.0,1.0,65.0,3
570,Attibele,400.0,1.0,1.0,10.25,1
571,Attibele,656.0,2.0,1.0,25.0,2
572,Attibele,1500.0,3.0,2.0,90.0,3
573,Attibele,520.0,1.0,1.0,15.0,1
574,BEML Layout,1060.0,2.0,1.0,55.0,2
575,BEML Layout,2000.0,3.0,2.0,85.0,3
576,BEML Layout,999.0,2.0,3.0,45.0,2
577,BEML Layout,1196.0,3.0,1.0,150.0,4
578,BEML Layout,2400.0,4.0,1.0,225.0,5
579,BEML Layout,2000.0,2.0,2.0,85.0,3
580,BEML Layout,1194.0,2.0,1.0,65.0,2
581,BEML Layout,1200.0,2.0,2.0,67.0,2
582,BEML Layout,2400.0,2.0,1.0,228.0,2
583,BEML Layout,2000.0,3.0,2.0,85.0,3
584,BEML Layout,2000.0,3.0,2.0,85.0,3
585,BEML Layout,1194.0,2.0,1.0,65.0,2
586,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
587,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
588,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
589,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
590,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
591,BTM 2nd Stage,1250.0,3.0,1.0,50.0,3
592,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
593,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
594,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
595,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
596,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
597,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
598,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
599,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
600,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
601,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
602,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
603,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
604,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
605,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
606,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
607,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
608,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3
609,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
610,BTM Layout,1150.0,2.0,2.0,63.0,2
611,BTM Layout,3300.0,6.0,3.0,165.0,6
612,BTM Layout,1450.0,2.0,2.0,81.0,3
613,BTM Layout,1776.0,2.0,3.0,75.0,3
614,BTM Layout,1458.0,3.0,2.0,79.0,3
615,BTM Layout,935.0,2.0,1.0,51.5,2
616,BTM Layout,1020.0,2.0,1.0,46.5,2
617,BTM Layout,1600.0,3.0,2.0,112.0,3
618,BTM Layout,1300.0,2.0,1.0,75.0,3
619,BTM Layout,1540.0,2.0,2.0,78.0,3
620,BTM Layout,450.0,1.0,1.0,20.0,1
621,BTM Layout,1196.0,2.0,2.0,56.81,2
622,BTM Layout,1470.0,2.0,2.0,99.0,3
623,Babusapalaya,1358.0,2.0,1.0,43.4,3
624,Babusapalaya,1213.0,2.0,2.0,41.39,3
625,Babusapalaya,1611.0,2.0,2.0,66.0,3
626,Babusapalaya,1167.0,2.0,2.0,39.98,3
627,Babusapalaya,1675.0,3.0,3.0,75.0,3
628,Babusapalaya,1141.0,2.0,1.0,46.0,2
629,Babusapalaya,1500.0,2.0,2.0,57.0,2
630,Babusapalaya,1453.0,2.0,2.0,43.59,3
631,Babusapalaya,1050.0,2.0,3.0,45.0,2
632,Babusapalaya,1141.0,2.0,1.0,45.9,2
633,Babusapalaya,1358.0,2.0,1.0,43.1,3
634,Babusapalaya,1230.0,3.0,3.0,53.0,3
635,Babusapalaya,1105.0,2.0,1.0,40.0,2
636,Babusapalaya,1410.0,2.0,3.0,65.0,3
637,Babusapalaya,1450.0,2.0,1.0,55.99,2
638,Babusapalaya,1100.0,2.0,2.0,38.0,2
639,Babusapalaya,1213.0,2.0,1.0,36.37,3
640,Babusapalaya,1061.0,2.0,1.0,33.84,2
641,Babusapalaya,1061.0,2.0,1.0,38.95,2
642,Babusapalaya,1061.0,2.0,1.0,34.0,2
643,Babusapalaya,1245.0,2.0,2.0,58.0,2
644,Badavala Nagar,1494.0,2.0,2.0,94.55,3
645,Badavala Nagar,1274.0,2.0,1.0,81.0,2
646,Badavala Nagar,1842.0,3.0,2.0,115.0,3
647,Badavala Nagar,1494.0,2.0,2.0,94.55,3
648,Badavala Nagar,1274.0,2.0,1.0,81.0,2
649,Badavala Nagar,1494.0,2.0,2.0,94.55,3
650,Badavala Nagar,1842.0,3.0,2.0,115.0,3
651,Badavala Nagar,1842.0,3.0,2.0,115.0,3
652,Badavala Nagar,1842.0,3.0,2.0,115.0,3
653,Balagere,1210.0,2.0,1.0,80.9,2
654,Balagere,1210.0,2.0,1.0,72.0,2
655,Balagere,1205.0,2.0,1.0,78.5,2
656,Balagere,790.5,1.0,0.0,41.9,1
657,Balagere,1145.0,2.0,2.0,65.0,2
658,Balagere,1012.0,2.0,1.0,54.59,2
659,Balagere,1020.07,2.0,1.0,68.38,2
660,Balagere,1205.47,2.0,1.0,81.0,2
661,Balagere,1007.0,2.0,1.0,65.0,2
662,Balagere,1205.0,2.0,1.0,70.0,2
663,Balagere,1210.0,2.0,1.0,74.0,2
664,Balagere,1210.0,2.0,1.0,83.0,2
665,Balagere,675.0,1.0,1.0,45.0,1
666,Balagere,656.0,1.0,1.0,43.0,1
667,Balagere,1012.0,2.0,1.0,54.59,2
668,Balagere,1012.0,2.0,1.0,64.0,2
669,Balagere,1007.0,2.0,1.0,62.0,2
670,Balagere,1007.0,2.0,1.0,67.0,2
671,Balagere,1007.0,2.0,1.0,66.0,2
672,Balagere,1205.0,2.0,1.0,63.86,2
673,Balagere,1012.0,2.0,1.0,53.58,2
674,Balagere,645.0,1.0,1.0,34.18,1
675,Balagere,1007.0,2.0,1.0,53.0,2
676,Balagere,1210.0,2.0,1.0,69.0,2
677,Balagere,790.5,1.0,0.0,42.295,1
678,Balagere,1012.0,2.0,1.0,65.0,2
679,Balagere,656.0,1.0,1.0,38.77,1
680,Balagere,645.0,1.0,1.0,39.0,1
681,Balagere,645.0,1.0,1.0,41.0,1
682,Balagere,1210.0,2.0,1.0,82.0,2
683,Balagere,656.0,1.0,1.0,34.77,1
684,Balagere,1205.0,2.0,1.0,73.87,2
685,Balagere,1012.0,2.0,1.0,70.0,2
686,Balagere,1007.0,2.0,1.0,68.0,2
687,Balagere,1205.0,2.0,1.0,67.0,2
688,Balagere,1205.0,2.0,1.0,79.0,2
689,Balagere,1012.0,2.0,1.0,68.0,2
690,Banashankari,1200.0,2.0,2.0,42.0,3
691,Banashankari,1077.0,2.0,2.0,37.64,2
692,Banashankari,1470.0,2.0,1.0,88.64,3
693,Banashankari,1300.0,2.0,2.0,75.0,3
694,Banashankari,1800.0,3.0,2.0,115.0,3
695,Banashankari,1125.0,2.0,1.0,63.0,2
696,Banashankari,1340.0,2.0,3.0,53.6,3
697,Banashankari,1310.0,2.0,2.0,80.0,2
698,Banashankari,2600.0,4.0,1.0,135.0,3
699,Banashankari,1900.0,2.0,1.0,170.0,3
700,Banashankari,1260.0,2.0,3.0,75.0,2
701,Banashankari,1170.0,2.0,2.0,46.79,2
702,Banashankari,2500.0,4.0,3.0,95.0,4
703,Banashankari,1350.0,2.0,0.0,83.0,3
704,Banashankari,1425.0,3.0,3.0,49.88,3
705,Banashankari,1330.0,2.0,1.0,78.0,2
706,Banashankari,1400.0,2.0,1.0,78.0,3
707,Banashankari,1700.0,3.0,2.0,125.0,3
708,Banashankari,1020.0,2.0,2.0,40.79,2
709,Banashankari,1600.0,2.0,1.0,63.98,2
710,Banashankari,1041.0,2.0,1.0,36.44,2
711,Banashankari,2400.0,1.0,1.0,200.0,1
712,Banashankari,1390.0,2.0,2.0,86.0,2
713,Banashankari,1460.0,2.0,3.0,70.0,2
714,Banashankari,1200.0,2.0,1.0,60.0,2
715,Banashankari,1290.0,2.0,2.0,80.0,2
716,Banashankari,2582.0,5.0,2.0,250.0,3
717,Banashankari,1186.0,2.0,3.0,65.0,2
718,Banashankari,1650.0,3.0,2.0,101.0,3
719,Banashankari,1300.0,2.0,2.0,55.0,3
720,Banashankari,1181.0,2.0,1.0,75.0,2
721,Banashankari,1105.0,2.0,2.0,90.0,2
722,Banashankari,720.0,1.0,1.0,60.0,1
723,Banashankari,1040.0,2.0,3.0,45.0,2
724,Banashankari,1330.0,2.0,2.0,77.0,2
725,Banashankari,1200.0,2.0,3.0,49.0,2
726,Banashankari,1185.0,2.0,2.0,67.0,2
727,Banashankari,1000.0,2.0,1.0,50.0,2
728,Banashankari,1650.0,3.0,2.0,90.75,3
729,Banashankari,1650.0,3.0,2.0,101.0,3
730,Banashankari,1310.0,2.0,2.0,80.43,2
731,Banashankari,600.0,1.0,0.0,27.0,2
732,Banashankari,1430.0,2.0,2.0,87.8,2
733,Banashankari,1020.0,2.0,1.0,42.83,2
734,Banashankari,1372.0,2.0,2.0,48.02,3
735,Banashankari,1540.0,3.0,3.0,80.0,3
736,Banashankari,1195.0,2.0,1.0,35.84,2
737,Banashankari,1683.0,3.0,2.0,115.0,3
738,Banashankari,1800.0,3.0,2.0,125.0,3
739,Banashankari,1175.0,2.0,1.0,41.13,2
740,Banashankari,1750.0,2.0,2.0,89.0,3
741,Banashankari,1800.0,3.0,2.0,175.0,3
742,Banashankari,1450.0,2.0,2.0,50.75,2
743,Banashankari,1770.0,3.0,3.0,108.0,3
744,Banashankari,1800.0,3.0,2.0,125.0,3
745,Banashankari,1200.0,2.0,2.0,42.0,3
746,Banashankari,1420.0,3.0,1.0,66.0,3
747,Banashankari,1200.0,3.0,2.0,74.52,3
748,Banashankari,1100.0,2.0,1.0,63.0,2
749,Banashankari,1020.0,2.0,2.0,40.79,2
750,Banashankari,1260.0,2.0,3.0,75.0,2
751,Banashankari,1340.0,2.0,2.0,53.6,3
752,Banashankari,1426.0,3.0,2.0,85.0,3
753,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
754,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
755,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
756,Banashankari Stage II,2400.0,3.0,2.0,510.0,5
757,Banashankari Stage II,500.0,2.0,1.0,55.0,2
758,Banashankari Stage II,1050.0,3.0,2.0,125.0,4
759,Banashankari Stage II,1240.0,2.0,2.0,59.52,3
760,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
761,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
762,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
763,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
764,Banashankari Stage II,2800.0,3.0,2.0,425.0,5
765,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
766,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
767,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
768,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
769,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
770,Banashankari Stage III,1650.0,3.0,2.0,118.0,3
771,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
772,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
773,Banashankari Stage III,2000.0,4.0,0.0,100.0,4
774,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
775,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
776,Banashankari Stage III,1200.0,2.0,0.0,42.0,2
777,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
778,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
779,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
780,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
781,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
782,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
783,Banashankari Stage III,1500.0,2.0,2.0,100.0,3
784,Banashankari Stage III,1350.0,1.0,1.0,145.0,1
785,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
786,Banashankari Stage III,1420.0,2.0,2.0,95.0,3
787,Banashankari Stage V,1300.0,2.0,1.0,58.5,3
788,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
789,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
790,Banashankari Stage V,1355.0,2.0,1.0,61.0,3
791,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
792,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
793,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
794,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
795,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
796,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
797,Banashankari Stage V,920.0,2.0,1.0,41.5,2
798,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2
799,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4
800,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4
801,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4
802,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2
803,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
804,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
805,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
806,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3
807,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
808,Banaswadi,1184.0,2.0,3.0,53.0,2
809,Banaswadi,1145.0,2.0,2.0,55.0,2
810,Banaswadi,1250.0,2.0,0.0,60.0,2
811,Banaswadi,1365.0,2.0,2.0,73.0,2
812,Banaswadi,1903.0,6.0,2.0,140.0,5
813,Banaswadi,1222.0,2.0,2.0,80.0,2
814,Banaswadi,870.0,2.0,2.0,38.0,2
815,Banaswadi,1200.0,2.0,3.0,60.0,2
816,Banaswadi,1600.0,3.0,2.0,74.5,3
817,Banaswadi,527.0,1.0,0.0,35.0,1
818,Banaswadi,1340.0,2.0,2.0,73.0,2
819,Banaswadi,1008.0,2.0,2.0,52.0,2
820,Banaswadi,1105.0,2.0,2.0,57.0,2
821,Banjara Layout,1200.0,2.0,2.0,70.0,2
822,Banjara Layout,1050.0,2.0,1.0,64.8,2
823,Banjara Layout,753.0,3.0,3.0,59.5,2
824,Banjara Layout,2500.0,4.0,0.0,140.0,3
825,Bannerghatta,3012.0,6.0,2.0,250.0,4
826,Bannerghatta,1665.0,3.0,3.0,110.0,3
827,Bannerghatta,2370.0,4.0,2.0,195.0,3
828,Bannerghatta,1100.0,2.0,1.0,66.0,2
829,Bannerghatta,2895.5,2.0,2.0,246.0,4
830,Bannerghatta,1113.0,2.0,1.0,70.0,2
831,Bannerghatta,1200.0,2.0,2.0,73.2,2
832,Bannerghatta,1070.0,2.0,1.0,87.0,2
833,Bannerghatta,1776.0,3.0,2.0,124.0,3
834,Bannerghatta,1776.0,3.0,2.0,150.0,3
835,Bannerghatta Road,500.0,1.0,1.0,18.5,1
836,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
837,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
838,Bannerghatta Road,595.0,1.0,1.0,33.32,1
839,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
840,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
841,Bannerghatta Road,1380.0,3.0,0.0,58.0,4
842,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
843,Bannerghatta Road,1556.0,2.0,1.0,59.13,3
844,Bannerghatta Road,1179.0,2.0,1.0,66.02,2
845,Bannerghatta Road,1122.5,2.0,0.0,58.935,2
846,Bannerghatta Road,793.0,2.0,1.0,45.0,2
847,Bannerghatta Road,1484.0,3.0,2.0,52.5,3
848,Bannerghatta Road,1400.0,2.0,2.0,78.0,2
849,Bannerghatta Road,2700.0,5.0,0.0,158.0,5
850,Bannerghatta Road,1215.0,2.0,0.0,50.0,2
851,Bannerghatta Road,1654.0,3.0,2.0,100.0,3
852,Bannerghatta Road,1181.0,2.0,0.0,55.0,2
853,Bannerghatta Road,1460.0,2.0,2.0,72.0,3
854,Bannerghatta Road,1200.0,2.0,2.0,75.0,2
855,Bannerghatta Road,1760.0,3.0,2.0,67.0,3
856,Bannerghatta Road,595.0,1.0,1.0,31.83,1
857,Bannerghatta Road,1105.0,2.0,1.0,51.0,2
858,Bannerghatta Road,1255.0,2.0,2.0,65.26,2
859,Bannerghatta Road,1550.0,3.0,2.0,78.0,3
860,Bannerghatta Road,1550.0,3.0,2.0,82.0,3
861,Bannerghatta Road,1550.0,2.0,2.0,75.0,3
862,Bannerghatta Road,1650.0,3.0,2.0,122.0,3
863,Bannerghatta Road,912.0,2.0,1.0,55.0,2
864,Bannerghatta Road,1218.0,2.0,1.0,73.0,2
865,Bannerghatta Road,1427.0,2.0,2.0,48.51,3
866,Bannerghatta Road,1115.0,2.0,1.0,65.12,2
867,Bannerghatta Road,1344.0,2.0,1.0,42.0,3
868,Bannerghatta Road,1893.0,3.0,2.0,100.0,3
869,Bannerghatta Road,1600.0,3.0,2.0,95.0,3
870,Bannerghatta Road,1275.0,2.0,2.0,65.0,2
871,Bannerghatta Road,892.0,2.0,1.0,39.0,2
872,Bannerghatta Road,1880.0,3.0,2.0,95.0,3
873,Bannerghatta Road,1260.0,2.0,2.0,70.0,2
874,Bannerghatta Road,1788.0,3.0,2.0,90.0,3
875,Bannerghatta Road,1157.0,2.0,0.0,40.0,2
876,Bannerghatta Road,1150.0,2.0,2.0,65.0,2
877,Bannerghatta Road,10000.0,4.0,0.0,450.0,4
878,Bannerghatta Road,1100.0,2.0,0.0,39.0,2
879,Bannerghatta Road,1400.0,3.0,2.0,68.0,3
880,Bannerghatta Road,1725.0,3.0,2.0,110.0,3
881,Bannerghatta Road,1850.0,6.0,3.0,150.0,6
882,Bannerghatta Road,9000.0,4.0,1.0,390.0,3
883,Bannerghatta Road,950.0,2.0,0.0,38.0,2
884,Bannerghatta Road,1220.0,2.0,1.0,80.0,2
885,Bannerghatta Road,1130.0,2.0,2.0,78.0,2
886,Bannerghatta Road,1350.0,2.0,2.0,51.0,3
887,Bannerghatta Road,1486.0,3.0,1.0,83.22,3
888,Bannerghatta Road,1460.0,2.0,2.0,75.0,3
889,Bannerghatta Road,1015.0,2.0,0.0,48.0,2
890,Bannerghatta Road,1115.0,2.0,1.0,61.0,2
891,Bannerghatta Road,1136.0,2.0,1.0,48.0,2
892,Bannerghatta Road,2700.0,4.0,3.0,260.0,4
893,Bannerghatta Road,1200.0,2.0,2.0,69.0,3
894,Bannerghatta Road,1465.0,2.0,1.0,76.0,3
895,Bannerghatta Road,1302.5,2.0,0.0,67.73,2
896,Bannerghatta Road,1200.0,2.0,2.0,65.0,2
897,Bannerghatta Road,1240.0,2.0,1.0,65.0,2
898,Bannerghatta Road,1476.0,3.0,1.0,125.0,3
899,Bannerghatta Road,1100.0,2.0,2.0,52.0,3
900,Bannerghatta Road,1532.5,3.0,0.0,84.29,3
901,Bannerghatta Road,1465.0,2.0,1.0,45.87,3
902,Bannerghatta Road,1268.0,2.0,1.0,69.0,2
903,Bannerghatta Road,1450.0,2.0,2.0,87.0,3
904,Bannerghatta Road,2932.0,5.0,2.0,195.0,4
905,Bannerghatta Road,1450.0,3.0,1.0,44.0,3
906,Bannerghatta Road,1625.0,2.0,3.0,75.0,3
907,Bannerghatta Road,960.0,2.0,3.0,58.0,2
908,Bannerghatta Road,1750.0,3.0,2.0,130.0,3
909,Bannerghatta Road,1275.0,2.0,1.0,73.0,2
910,Bannerghatta Road,1430.0,3.0,2.0,59.0,3
911,Bannerghatta Road,1240.0,2.0,1.0,71.0,2
912,Bannerghatta Road,1305.0,2.0,2.0,60.0,3
913,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
914,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
915,Bannerghatta Road,1894.0,3.0,1.0,115.0,3
916,Bannerghatta Road,1655.0,2.0,2.0,62.89,3
917,Bannerghatta Road,1693.0,3.0,2.0,89.0,3
918,Bannerghatta Road,1280.0,2.0,2.0,60.16,2
919,Bannerghatta Road,3230.0,5.0,0.0,165.0,4
920,Bannerghatta Road,630.0,1.0,2.0,35.0,1
921,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
922,Bannerghatta Road,1365.0,3.0,1.0,76.18,3
923,Bannerghatta Road,1115.0,2.0,2.0,78.0,2
924,Bannerghatta Road,1532.5,3.0,0.0,79.465,3
925,Bannerghatta Road,1535.0,3.0,3.0,60.0,3
926,Bannerghatta Road,1655.0,3.0,3.0,90.0,3
927,Bannerghatta Road,1247.0,2.0,1.0,47.39,2
928,Bannerghatta Road,1237.5,2.0,0.0,49.49,2
929,Bannerghatta Road,1650.0,3.0,1.0,94.0,3
930,Bannerghatta Road,905.0,2.0,1.0,65.0,2
